Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Casa Ryda,2022-12-11 18:01:10,00:25:46,,Army of Thieves,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:25:46,00:25:46,ES (Spain)
Casa Ryda,2022-12-11 18:00:56,00:00:11,Autoplayed: user action: None; ,Army of Thieves - Upper Bound Clip 11,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:11,Not latest view,ES (Spain)
Casa Ryda,2022-12-11 17:59:49,00:00:44,Autoplayed: user action: None; ,Main Character Intro Clip: Spiderhead,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:44,00:00:44,ES (Spain)
Casa Ryda,2022-12-11 17:58:38,00:00:41,Autoplayed: user action: None; ,Main Character Intro Clip: The Stranger,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:41,00:00:41,ES (Spain)
Casa Ryda,2022-12-11 17:57:02,00:01:07,Autoplayed: user action: None; ,Teaser 2: The Gray Man,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:07,Not latest view,ES (Spain)
Casa Ryda,2022-12-11 17:56:25,00:00:17,Autoplayed: user action: None; ,Supporting Character Clip: Los renglones torcidos de Dios,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:17,Not latest view,ES (Spain)
Casa Ryda,2022-12-11 10:55:31,00:00:06,Autoplayed: user action: None; ,Teaser: Pinocchio,TEASER_TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-10 17:37:18,01:30:41,,When We First Met,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:32:09,01:32:09,ES (Spain)
Casa Ryda,2022-12-10 17:34:33,00:02:22,,When We First Met (Trailer),TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:02:22,Not latest view,ES (Spain)
Casa Ryda,2022-12-10 17:32:58,00:01:28,Autoplayed: user action: None; ,When We First Met,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:28,Not latest view,ES (Spain)
Casa Ryda,2022-12-10 17:31:45,00:00:12,Autoplayed: user action: None; ,Dark: Season 1: Secrets (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:13,00:00:13,ES (Spain)
Casa Ryda,2022-12-10 17:00:51,00:00:45,Autoplayed: user action: None; ,Cliffhanger Clip: Matrimillas,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:45,Not latest view,ES (Spain)
Casa Ryda,2022-12-10 17:00:23,00:00:13,Autoplayed: user action: None; ,Master of None (Trailer),TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:13,00:00:13,ES (Spain)
Casa Ryda,2022-12-10 16:59:55,00:00:06,Autoplayed: user action: None; ,Ad Astra_hook_01_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-10 16:59:36,00:00:16,Autoplayed: user action: None; ,Season 3 Relatable Clip: Too Hot to Handle,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:16,00:00:16,ES (Spain)
Casa Ryda,2022-12-10 16:59:25,00:00:08,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:08,Not latest view,ES (Spain)
Casa Ryda,2022-12-10 13:04:17,00:21:11,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 1: Health Care (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:21:37,00:21:37,ES (Spain)
Casa Ryda,2022-12-10 13:03:37,00:00:22,Autoplayed: user action: None; ,Season 3 Inciting Incident Clip: Dead to Me,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:22,00:00:22,ES (Spain)
Casa Ryda,2022-12-10 13:03:09,00:00:19,Autoplayed: user action: None; ,Plot Clip: Los renglones torcidos de Dios,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:19,00:00:19,ES (Spain)
Casa Ryda,2022-12-08 16:04:14,00:00:05,Autoplayed: user action: None; ,Part 3 Teaser 1 : Lupin,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-08 15:02:23,00:56:23,Autoplayed: user action: User_Interaction; ,Harry & Meghan: Limited Series: Episode 3,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:57:06,00:57:06,ES (Spain)
Casa Ryda,2022-12-08 14:41:04,00:21:17,,Harry & Meghan: Limited Series: Episode 2,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:52:32,00:52:32,ES (Spain)
Casa Ryda,2022-12-08 12:08:40,00:30:37,Autoplayed: user action: User_Interaction; ,Harry & Meghan: Limited Series: Episode 2,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:31:16,Not latest view,ES (Spain)
Casa Ryda,2022-12-08 11:15:08,00:53:19,Autoplayed: user action: User_Interaction; ,Harry & Meghan: Limited Series: Episode 1,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:53:21,00:53:21,ES (Spain)
Casa Ryda,2022-12-08 11:14:35,00:00:05,Autoplayed: user action: None; ,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton (Trailer)",TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,Not latest view,ES (Spain)
Casa Ryda,2022-12-08 11:14:12,00:00:02,,Dark: Season 1: Secrets (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:02,Not latest view,ES (Spain)
Casa Ryda,2022-12-07 18:27:02,00:37:03,Autoplayed: user action: User_Interaction; ,Knives Out,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,02:05:28,02:05:28,ES (Spain)
Casa Ryda,2022-12-07 18:25:27,00:00:10,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: Smiley,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,00:00:10,ES (Spain)
Casa Ryda,2022-12-07 18:24:40,00:00:42,Autoplayed: user action: None; ,High Context Clip: Stutz,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:42,00:00:42,ES (Spain)
Casa Ryda,2022-12-06 21:36:34,00:20:51,,Knives Out,,Netflix Chrome MAC (Cadmium) HTML 5,01:28:29,Not latest view,ES (Spain)
Casa Ryda,2022-12-06 21:36:13,00:00:04,Autoplayed: user action: None; ,Teaser: Lady Chatterley's Lover,TEASER_TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-06 11:35:04,00:00:15,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Two Summers,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:17,00:00:17,ES (Spain)
Casa Ryda,2022-12-06 11:34:26,00:00:23,Autoplayed: user action: None; ,PIECESOFAWOMAN_CLIP_PLOT,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:23,Not latest view,ES (Spain)
Casa Ryda,2022-12-06 11:33:55,00:00:10,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Inside Man,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,Not latest view,ES (Spain)
Casa Ryda,2022-12-06 11:33:08,00:00:07,Autoplayed: user action: None; ,The Skin I Live In_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,00:00:07,ES (Spain)
Casa Ryda,2022-12-06 11:32:43,00:00:04,Autoplayed: user action: None; ,Season 1 Informative Clip: Snack VS. Chef,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-06 11:32:21,00:00:09,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,Not latest view,ES (Spain)
Casa Ryda,2022-12-06 11:31:56,00:00:05,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Wednesday,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-06 09:56:32,00:00:13,Autoplayed: user action: None; ,Plot Clip: Troll,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:13,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 23:15:41,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Hot Skull,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-05 22:00:16,01:15:20,,Knives Out,,Netflix Chrome MAC (Cadmium) HTML 5,02:05:31,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 20:17:30,00:50:43,Autoplayed: user action: User_Interaction; ,Knives Out,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:50:22,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 20:16:13,00:01:04,,Trailer: Glass Onion: A Knives out Mystery,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:04,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 20:15:52,00:00:04,Autoplayed: user action: None; ,Knives Out,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 20:14:56,00:00:20,Autoplayed: user action: None; ,Season 1 Trailer: Mo,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:20,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 18:19:37,00:00:11,Autoplayed: user action: None; ,The Office (U.S.): Season 1: Health Care (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:43,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 17:58:44,00:20:51,Autoplayed: user action: None; ,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:21:23,00:21:23,ES (Spain)
Casa Ryda,2022-12-05 17:55:52,00:02:48,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 1: Pilot (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:22:39,00:22:39,ES (Spain)
Casa Ryda,2022-12-05 17:50:20,00:04:16,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 1: Pilot (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:19:56,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 17:49:42,00:00:16,Autoplayed: user action: None; ,The Office (U.S.): Season 1: Pilot (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:15:56,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 15:41:27,00:00:13,Autoplayed: user action: None; ,Trailer: Slumberland,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:13,00:00:13,ES (Spain)
Casa Ryda,2022-12-05 15:40:41,00:00:06,Autoplayed: user action: None; ,Season 2 Moment of High Emotion Clip: My Unorthodox Life,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-05 15:40:11,00:00:21,Autoplayed: user action: None; ,FIREFLYLANE_S1_CLIP_MAINCHARACTER,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:21,00:00:21,ES (Spain)
Casa Ryda,2022-12-05 15:39:51,00:00:16,Autoplayed: user action: None; ,Teaser 2: Troll,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:16,00:00:16,ES (Spain)
Casa Ryda,2022-12-05 14:59:41,00:00:08,Autoplayed: user action: None; ,Inciting Incident Clip: Un hombre de acción,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:08,00:00:08,ES (Spain)
Casa Ryda,2022-12-05 12:39:48,00:15:15,Autoplayed: user action: User_Interaction; ,The Office (U.S.): Season 1: Pilot (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:15:43,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 12:39:34,00:00:04,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_03_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2022-12-05 12:39:16,00:00:07,Autoplayed: user action: None; ,High Context Clip: Stutz,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2022-12-02 17:33:33,00:00:04,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: 1899,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-02 17:33:01,00:00:04,Autoplayed: user action: None; ,Informative Clip: Crime Scene: The Texas Killing Fields,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-02 16:48:30,00:44:10,,1899: Season 1: The Fog (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:44:15,00:44:15,ES (Spain)
Casa Ryda,2022-12-02 16:17:03,00:31:23,Autoplayed: user action: User_Interaction; ,1899: Season 1: The Boy (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:54:45,00:54:45,ES (Spain)
Casa Ryda,2022-12-02 16:15:52,00:00:05,Autoplayed: user action: None; ,Sensory Clip: Into The Deep: The Submarine Murder Case,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-02 16:15:35,00:00:10,Autoplayed: user action: None; ,"Season 1 Upper Bound Clip 9: Blood, Sex & Royalty",HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:10,00:00:10,ES (Spain)
Casa Ryda,2022-12-02 16:15:02,00:00:04,Autoplayed: user action: None; ,Informative Clip: Crime Scene: The Texas Killing Fields,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2022-12-02 16:14:24,00:00:17,Autoplayed: user action: None; ,Moment of High Emotion Clip 2: Keep Breathing,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:17,00:00:17,ES (Spain)
Casa Ryda,2022-12-02 14:46:55,00:00:44,Autoplayed: user action: None; ,Main Character Intro Clip: Qala,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:44,00:00:44,ES (Spain)
Casa Ryda,2022-12-02 14:46:40,00:00:06,Autoplayed: user action: None; ,Character Intro Clip: Masque,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-02 14:46:30,00:00:05,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: Dead End,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-02 14:46:17,00:00:09,Autoplayed: user action: None; ,Blood & Water: Season 1 - Upper Bound Clip 12,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2022-12-02 14:46:08,00:00:05,Autoplayed: user action: None; ,Moment of High Emotion Clip: The Last Dolphin King,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-02 14:45:23,00:00:04,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Bling Ring: Hollywood Heist,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-02 14:39:02,00:00:57,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Two Summers,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:57,Not latest view,ES (Spain)
Casa Ryda,2022-12-02 14:38:49,00:00:09,Autoplayed: user action: None; ,Lunatics: Season 1 (Trailer),TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,Not latest view,ES (Spain)
Casa Ryda,2022-12-02 14:38:40,00:00:05,Autoplayed: user action: None; ,Season 1 High Context Clip: Mo,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-12-02 14:38:25,00:00:09,Autoplayed: user action: None; ,Teaser: Troll,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:09,00:00:09,ES (Spain)
Casa Ryda,2022-12-01 21:01:32,00:57:50,Autoplayed: user action: User_Interaction; ,I'm Thinking of Ending Things,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,02:08:00,02:08:00,ES (Spain)
Casa Ryda,2022-12-01 19:57:43,00:00:04,,I'm Thinking of Ending Things,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:11:53,Not latest view,ES (Spain)
Casa Ryda,2022-12-01 17:41:29,01:12:22,,I'm Thinking of Ending Things,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:11:53,Not latest view,ES (Spain)
Casa Ryda,2022-12-01 17:40:21,00:01:03,Autoplayed: user action: None; ,I'm Thinking of Ending Things PVS Clip 4,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:03,00:01:03,ES (Spain)
Casa Ryda,2022-12-01 17:38:29,00:01:06,Autoplayed: user action: None; ,I'm Thinking of Ending Things PVS Clip 4,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:06,Not latest view,ES (Spain)
Casa Ryda,2022-12-01 17:38:07,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer 2: 1899,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-12-01 17:37:57,00:00:05,Autoplayed: user action: None; ,First Match (Trailer),TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-12-01 17:37:43,00:00:07,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Two Summers,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2022-12-01 17:24:18,00:12:17,Autoplayed: user action: User_Interaction; ,Ancient Apocalypse: Season 1: Sirius Rising (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:12:17,00:12:17,ES (Spain)
Casa Ryda,2022-12-01 11:52:57,00:33:41,,Wednesday: Season 1: If You Don't Woe Me by Now (Episode 7),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:33:44,00:33:44,ES (Spain)
Casa Ryda,2022-12-01 11:07:41,00:45:13,,Wednesday: Season 1: Quid Pro Woe (Episode 6),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:45:17,00:45:17,ES (Spain)
Casa Ryda,2022-12-01 10:20:23,00:47:04,,Wednesday: Season 1: You Reap What You Woe (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:47:01,00:47:01,ES (Spain)
Casa Ryda,2022-12-01 10:20:08,00:00:04,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Wednesday,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 17:57:29,00:31:37,Autoplayed: user action: User_Interaction; ,Ancient Apocalypse: Season 1: Survivor in a Time of Chaos (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:31:45,00:31:45,ES (Spain)
Casa Ryda,2022-11-30 17:12:02,00:12:52,,Wednesday: Season 1: You Reap What You Woe (Episode 5),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:12:55,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 16:27:22,00:44:37,,Wednesday: Season 1: Woe What a Night (Episode 4),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:44:41,00:44:41,ES (Spain)
Casa Ryda,2022-11-30 16:05:34,00:21:45,Autoplayed: user action: User_Interaction; ,Wednesday: Season 1: Friend or Woe (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:43:19,00:43:19,ES (Spain)
Casa Ryda,2022-11-30 13:45:14,00:00:46,Autoplayed: user action: None; ,Season 1 Informative Clip: Ancient Apocalypse,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:46,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 13:44:56,00:00:02,,Ancient Apocalypse: Season 1: Survivor in a Time of Chaos (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:08,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 13:13:40,00:31:13,Autoplayed: user action: User_Interaction; ,Ancient Apocalypse: Season 1: Once There Was a Flood (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:31:13,00:31:13,ES (Spain)
Casa Ryda,2022-11-30 13:03:28,00:01:02,Autoplayed: user action: None; ,Season 1 High Context Clip: Mo,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:02,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 13:01:56,00:00:37,Autoplayed: user action: None; ,Upper Bound Clip 19: Entergalactic,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:37,00:00:37,ES (Spain)
Casa Ryda,2022-11-30 13:01:23,00:00:26,Autoplayed: user action: None; ,Cruza la frontera Character Intro 2 Clip: Taco Chronicles,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:26,00:00:26,ES (Spain)
Casa Ryda,2022-11-30 13:00:54,00:00:26,Autoplayed: user action: None; ,Part 2 Genre Specific Moment Clip: Inside Job,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:26,00:00:26,ES (Spain)
Casa Ryda,2022-11-30 13:00:22,00:00:04,Autoplayed: user action: None; ,SpongeBob SquarePants: Season 8_hook_01_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-30 13:00:10,00:00:07,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Wednesday,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:07,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 12:38:21,00:21:35,,Wednesday: Season 1: Friend or Woe (Episode 3),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:21:39,Not latest view,ES (Spain)
Casa Ryda,2022-11-30 11:47:37,00:43:50,Autoplayed: user action: User_Interaction; ,Wednesday: Season 1: Woe Is the Loneliest Number (Episode 2),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:43:54,00:43:54,ES (Spain)
Casa Ryda,2022-11-30 10:52:15,00:55:19,Autoplayed: user action: User_Interaction; ,Wednesday: Season 1: Wednesday's Child Is Full of Woe (Episode 1),,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:55:19,00:55:19,ES (Spain)
Casa Ryda,2022-11-30 10:52:05,00:00:04,Autoplayed: user action: None; ,Informative Clip 2: Crime Scene: The Texas Killing Fields,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:40:03,01:17:20,Autoplayed: user action: User_Interaction; ,The Lost Patient,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,01:17:21,01:17:21,ES (Spain)
Casa Ryda,2022-11-29 17:39:29,00:00:12,Autoplayed: user action: None; ,Knives Out_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:12,00:00:12,ES (Spain)
Casa Ryda,2022-11-29 17:36:56,00:00:13,Autoplayed: user action: None; ,The Lost Patient,,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:13,Not latest view,ES (Spain)
Casa Ryda,2022-11-29 17:36:08,00:00:45,Autoplayed: user action: None; ,Black Holes | The Edge of All We Know - CLM 9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:45,00:00:45,ES (Spain)
Casa Ryda,2022-11-29 17:35:21,00:00:04,Autoplayed: user action: None; ,Season 2 Direct Lift Hook 2: Outer Banks,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:35:15,00:00:04,Autoplayed: user action: None; ,Moving Art: Season 3_hook_04_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:34:24,00:00:04,Autoplayed: user action: None; ,Season 1 Teaser: Sagrada familia,TEASER_TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:34:07,00:00:04,Autoplayed: user action: None; ,Act 2 Conflict Clip: Lesson Plan,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:33:51,00:00:06,Autoplayed: user action: None; ,La otra casa_hook_05_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-11-29 17:33:33,00:00:04,Autoplayed: user action: None; ,Trailer: Luckiest Girl Alive,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:04,00:00:04,ES (Spain)
Casa Ryda,2022-11-29 17:17:27,00:00:05,Autoplayed: user action: None; ,Netflix Presents: The Characters (Trailer),TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-11-29 17:16:43,00:00:08,Autoplayed: user action: None; ,Season 1 Informative Clip: Ancient Apocalypse,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:08,Not latest view,ES (Spain)
Casa Ryda,2022-11-29 17:16:25,00:00:06,Autoplayed: user action: None; ,Genre Specific Moment Clip: The Wonder,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:06,00:00:06,ES (Spain)
Casa Ryda,2022-11-29 17:16:17,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: One of Us Is Lying: Season 1,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:05,00:00:05,ES (Spain)
Casa Ryda,2022-11-29 17:14:35,00:01:34,,Trailer: Crime Scene: The Texas Killing Fields,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:34,00:01:34,ES (Spain)
Casa Ryda,2022-11-29 17:12:54,00:01:37,,Season 6 Trailer: Elite,TRAILER,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:01:37,00:01:37,ES (Spain)
Casa Ryda,2022-11-29 17:12:33,00:00:18,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Samsung CE 2021 Kant-S2e UHD TV  Smart TV,00:00:18,Not latest view,ES (Spain)
